slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2022/python/indoor,169495698,sofialicheri,,https://github.com/me50/sofialicheri/tree/241bbd551ae3a74fe22d5a8def4cfbce270a3f21,"Wed, 22 May 2024 09:57:35AM EDT",3,4,,https://github.com/me50/sofialicheri/archive/241bbd551ae3a74fe22d5a8def4cfbce270a3f21.zip
