slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2022/python/tip,169495698,sofialicheri,,https://github.com/me50/sofialicheri/tree/8e874ed11ac4d5ada7e458cacc15e007f2f2052f,"Wed, 22 May 2024 10:55:30AM EDT",4,4,,https://github.com/me50/sofialicheri/archive/8e874ed11ac4d5ada7e458cacc15e007f2f2052f.zip
