slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2022/python/faces,169495698,sofialicheri,,https://github.com/me50/sofialicheri/tree/30c9878305bce19b1264607a9df13e229c687f67,"Mon, 10 Jun 2024 07:43:38AM EDT",4,4,,https://github.com/me50/sofialicheri/archive/30c9878305bce19b1264607a9df13e229c687f67.zip
