slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2022/python/playback,169495698,sofialicheri,,https://github.com/me50/sofialicheri/tree/1474ad372562262d3a7d603fe54dfe69584123fb,"Wed, 22 May 2024 10:16:01AM EDT",4,4,,https://github.com/me50/sofialicheri/archive/1474ad372562262d3a7d603fe54dfe69584123fb.zip
